Institution,CIPCODE,CIPCODE_LABEL,ConferralYear,AwardLevel,Completions,Target Program
University of Saint Francis-Fort Wayne,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,26,X
University of Saint Francis-Fort Wayne,13.1205,Secondary Education and Teaching.,2020,Master's degree,17,X
University of Saint Francis-Fort Wayne,13.1001,"Special Education and Teaching, General.",2020,Master's degree,9,X
University of Saint Mary,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,11,X
University of San Diego,52.0203,"Logistics, Materials, and Supply Chain Management.",2020,Master's degree,35,X
University of San Diego,13.0301,Curriculum and Instruction.,2020,Master's degree,79,X
University of Scranton,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,58,X
University of Scranton,13.0301,Curriculum and Instruction.,2020,Master's degree,13,X
University of Sioux Falls,13.1315,Reading Teacher Education.,2020,Master's degree,7,X
University of Sioux Falls,13.0501,Educational/Instructional Technology.,2020,Master's degree,12,X
University of South Alabama,13.1001,"Special Education and Teaching, General.",2020,Master's degree,20,X
University of South Alabama,13.1202,Elementary Education and Teaching.,2020,Master's degree,20,X
University of South Alabama,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,20,X
University of South Alabama,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,666,X
University of South Alabama,52.0301,Accounting.,2020,Master's degree,7,X
University of South Carolina Aiken,13.0501,Educational/Instructional Technology.,2020,Master's degree,3,X
University of South Carolina-Columbia,13.0501,Educational/Instructional Technology.,2020,Master's degree,3,X
University of South Dakota,44.0701,Social Work.,2020,Master's degree,0,X
University of South Florida,52.0201,"Business Administration and Management, General.",2020,Master's degree,315,X
University of South Florida,51.2201,"Public Health, General.",2020,Master's degree,236,X
University of South Florida,44.0701,Social Work.,2020,Master's degree,128,X
University of South Florida,25.0101,Library and Information Science.,2020,Master's degree,82,X
University of South Florida,13.1315,Reading Teacher Education.,2020,Master's degree,15,X
University of South Florida,13.1001,"Special Education and Teaching, General.",2020,Master's degree,13,X
University of South Florida,13.0501,Educational/Instructional Technology.,2020,Master's degree,8,X
University of South Florida,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,69,X
University of South Florida,13.0301,Curriculum and Instruction.,2020,Master's degree,74,X
University of South Florida,13.0101,"Education, General.",2020,Master's degree,4,X
University of South Florida,11.0401,Information Science/Studies.,2020,Master's degree,21,X
University of Southern Indiana,52.0201,"Business Administration and Management, General.",2020,Master's degree,405,X
University of Southern Indiana,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,28,X
University of Southern Indiana,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,14,X
University of Southern Indiana,13.1205,Secondary Education and Teaching.,2020,Master's degree,4,X
University of Southern Indiana,13.1202,Elementary Education and Teaching.,2020,Master's degree,8,X
University of Southern Indiana,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,7,X
University of Southern Mississippi,25.0101,Library and Information Science.,2020,Master's degree,49,X
University of Southern Mississippi,13.1205,Secondary Education and Teaching.,2020,Master's degree,13,X
University of Southern Mississippi,13.1001,"Special Education and Teaching, General.",2020,Master's degree,10,X
University of Southern Mississippi,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,12,X
University of St Francis,52.1301,Management Science.,2020,Master's degree,6,X
University of St Francis,52.0201,"Business Administration and Management, General.",2020,Master's degree,55,X
University of St Francis,51.3802,Nursing Administration.,2020,Master's degree,15,X
University of St Francis,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,60,X
University of St Francis,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,73,X
University of St Francis,13.1315,Reading Teacher Education.,2020,Master's degree,28,X
University of St Francis,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,33,X
University of St Francis,13.0301,Curriculum and Instruction.,2020,Master's degree,163,X
University of St Thomas,13.0301,Curriculum and Instruction.,2020,Master's degree,13,X
University of the Cumberlands,51.3805,Family Practice Nurse/Nursing.,2020,Master's degree,21,X
University of the Cumberlands,42.2803,Counseling Psychology.,2020,Master's degree,185,X
University of the Cumberlands,13.1315,Reading Teacher Education.,2020,Master's degree,159,X
University of the Cumberlands,13.1205,Secondary Education and Teaching.,2020,Master's degree,48,X
University of the Cumberlands,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,136,X
University of the Cumberlands,13.1001,"Special Education and Teaching, General.",2020,Master's degree,126,X
University of the Cumberlands,13.0301,Curriculum and Instruction.,2020,Master's degree,229,X
University of the People,52.0201,"Business Administration and Management, General.",2020,Master's degree,359,X
University of the People,13.1205,Secondary Education and Teaching.,2020,Master's degree,2,X
University of the Southwest,52.0801,"Finance, General.",2020,Master's degree,6,X
University of the Southwest,52.0301,Accounting.,2020,Master's degree,7,X
University of the Southwest,52.0201,"Business Administration and Management, General.",2020,Master's degree,0,X
University of the Southwest,51.1508,Mental Health Counseling/Counselor.,2020,Master's degree,18,X
University of the Southwest,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,5,X
University of the Southwest,44.0401,Public Administration.,2020,Master's degree,5,X
University of the Southwest,13.1205,Secondary Education and Teaching.,2020,Master's degree,0,X
University of the Southwest,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,81,X
University of the Southwest,13.1001,"Special Education and Teaching, General.",2020,Master's degree,3,X
University of the Southwest,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,9,X
University of the Southwest,13.0301,Curriculum and Instruction.,2020,Master's degree,9,X
University of Toledo,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,6,X
University of Toledo,26.0102,"Biomedical Sciences, General.",2020,Master's degree,37,X
University of Toledo,13.1001,"Special Education and Teaching, General.",2020,Master's degree,25,X
University of Toledo,13.0501,Educational/Instructional Technology.,2020,Master's degree,5,X
University of Toledo,13.0301,Curriculum and Instruction.,2020,Master's degree,13,X
University of Tulsa,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2020,Master's degree,4,X
University of Utah,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,25,X
University of Utah,11.0401,Information Science/Studies.,2020,Master's degree,155,X
University of Valley Forge,52.0213,Organizational Leadership.,2020,Master's degree,5,X
University of Vermont,51.2201,"Public Health, General.",2020,Master's degree,36,X
University of Virginia-Main Campus,13.0301,Curriculum and Instruction.,2020,Master's degree,104,X
University of Washington-Seattle Campus,25.0101,Library and Information Science.,2020,Master's degree,119,X
University of Washington-Seattle Campus,14.1901,Mechanical Engineering.,2020,Master's degree,111,X
University of Washington-Seattle Campus,14.0801,"Civil Engineering, General.",2020,Master's degree,117,X
University of Washington-Seattle Campus,11.0401,Information Science/Studies.,2020,Master's degree,161,X
University of West Alabama,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,99,X
University of West Alabama,13.0501,Educational/Instructional Technology.,2020,Master's degree,59,X
University of West Alabama,13.1001,"Special Education and Teaching, General.",2020,Master's degree,96,X
University of West Alabama,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,85,X
University of West Alabama,13.1202,Elementary Education and Teaching.,2020,Master's degree,228,X
University of West Alabama,13.1205,Secondary Education and Teaching.,2020,Master's degree,103,X
University of West Alabama,51.1508,Mental Health Counseling/Counselor.,2020,Master's degree,12,X
University of West Alabama,52.0201,"Business Administration and Management, General.",2020,Master's degree,35,X
University of West Florida,52.0301,Accounting.,2020,Master's degree,33,X
University of West Florida,52.0201,"Business Administration and Management, General.",2020,Master's degree,126,X
University of West Florida,51.2201,"Public Health, General.",2020,Master's degree,46,X
University of West Florida,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,12,X
University of West Florida,13.1315,Reading Teacher Education.,2020,Master's degree,14,X
University of West Florida,13.1001,"Special Education and Teaching, General.",2020,Master's degree,137,X
University of West Florida,13.0501,Educational/Instructional Technology.,2020,Master's degree,33,X
University of West Florida,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,143,X
University of West Florida,13.0301,Curriculum and Instruction.,2020,Master's degree,36,X
University of West Florida,11.0103,Information Technology.,2020,Master's degree,6,X
University of West Florida,11.0101,"Computer and Information Sciences, General.",2020,Master's degree,19,X
University of West Georgia,52.0201,"Business Administration and Management, General.",2020,Master's degree,84,X
University of West Georgia,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,39,X
University of West Georgia,44.0401,Public Administration.,2020,Master's degree,20,X
University of West Georgia,13.0501,Educational/Instructional Technology.,2020,Master's degree,113,X
University of West Georgia,11.0701,Computer Science.,2020,Master's degree,14,X
University of Western States,51.1508,Mental Health Counseling/Counselor.,2020,Master's degree,0,X
University of Wisconsin-Eau Claire,52.0201,"Business Administration and Management, General.",2020,Master's degree,75,X
University of Wisconsin-Green Bay,51.3802,Nursing Administration.,2020,Master's degree,20,X
University of Wisconsin-La Crosse,52.0201,"Business Administration and Management, General.",2020,Master's degree,1,X
University of Wisconsin-Oshkosh,52.0201,"Business Administration and Management, General.",2020,Master's degree,79,X
University of Wisconsin-Oshkosh,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,10,X
University of Wisconsin-Platteville,52.0213,Organizational Leadership.,2020,Master's degree,28,X
University of Wisconsin-Platteville,52.0203,"Logistics, Materials, and Supply Chain Management.",2020,Master's degree,35,X
University of Wisconsin-Stout,52.1399,"Management Sciences and Quantitative Methods, Other.",2020,Master's degree,14,X
University of Wisconsin-Stout,13.0101,"Education, General.",2020,Master's degree,63,X
University of Wisconsin-Superior,13.1001,"Special Education and Teaching, General.",2020,Master's degree,48,X
University of Wisconsin-Superior,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,54,X
University of Wyoming,52.0801,"Finance, General.",2020,Master's degree,12,X
University of Wyoming,52.0301,Accounting.,2020,Master's degree,16,X
University of Wyoming,13.0101,"Education, General.",2020,Master's degree,68,X
Upper Iowa University,52.0801,"Finance, General.",2020,Master's degree,14,X
Upper Iowa University,52.0301,Accounting.,2020,Master's degree,19,X
Upper Iowa University,52.0213,Organizational Leadership.,2020,Master's degree,35,X
Upper Iowa University,52.0201,"Business Administration and Management, General.",2020,Master's degree,51,X
Upper Iowa University,44.0401,Public Administration.,2020,Master's degree,19,X
Upper Iowa University,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,17,X
Upper Iowa University,13.1315,Reading Teacher Education.,2020,Master's degree,9,X
Upper Iowa University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,14,X
Upstate Medical University,51.3805,Family Practice Nurse/Nursing.,2020,Master's degree,65,X
Utah State University,52.0201,"Business Administration and Management, General.",2020,Master's degree,117,X
Utah State University,51.2201,"Public Health, General.",2020,Master's degree,4,X
Utah State University,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,0,X
Utah State University,13.0501,Educational/Instructional Technology.,2020,Master's degree,62,X
Utah Valley University,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,5,X
Utica University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,87,X
Valley City State University,13.1205,Secondary Education and Teaching.,2020,Master's degree,13,X
Villanova University,52.1301,Management Science.,2020,Master's degree,101,X
Virginia Commonwealth University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,35,X
Virginia Commonwealth University,44.0701,Social Work.,2020,Master's degree,173,X
Virginia Commonwealth University,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,50,X
Virginia Commonwealth University,13.1315,Reading Teacher Education.,2020,Master's degree,3,X
Virginia Commonwealth University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,41,X
Virginia Commonwealth University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,8,X
Virginia Polytechnic Institute and State University,13.0301,Curriculum and Instruction.,2020,Master's degree,83,X
Virginia Wesleyan University,52.0201,"Business Administration and Management, General.",2020,Master's degree,44,X
Walsh College,52.0801,"Finance, General.",2020,Master's degree,23,X
Walsh College,52.0213,Organizational Leadership.,2020,Master's degree,0,X
Walsh College,52.0201,"Business Administration and Management, General.",2020,Master's degree,232,X
Walsh College,11.0103,Information Technology.,2020,Master's degree,24,X
Walsh University,52.0201,"Business Administration and Management, General.",2020,Master's degree,58,X
Walsh University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,12,X
Walsh University,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,4,X
Warner University,13.0301,Curriculum and Instruction.,2020,Master's degree,11,X
Washburn University,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,0,X
Washburn University,44.0701,Social Work.,2020,Master's degree,60,X
Washington Adventist University,52.0201,"Business Administration and Management, General.",2020,Master's degree,16,X
Washington Adventist University,44.0401,Public Administration.,2020,Master's degree,1,X
Wayland Baptist University,52.0201,"Business Administration and Management, General.",2020,Master's degree,160,X
Wayland Baptist University,51.3203,Nursing Education.,2020,Master's degree,5,X
Wayland Baptist University,44.0401,Public Administration.,2020,Master's degree,59,X
Wayland Baptist University,13.1205,Secondary Education and Teaching.,2020,Master's degree,0,X
Wayland Baptist University,13.1202,Elementary Education and Teaching.,2020,Master's degree,8,X
Wayland Baptist University,13.0301,Curriculum and Instruction.,2020,Master's degree,47,X
Wayne State College,52.0201,"Business Administration and Management, General.",2020,Master's degree,43,X
Wayne State College,13.1001,"Special Education and Teaching, General.",2020,Master's degree,10,X
Wayne State College,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,5,X
Waynesburg University,52.0201,"Business Administration and Management, General.",2020,Master's degree,64,X
Waynesburg University,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,21,X
Waynesburg University,42.2803,Counseling Psychology.,2020,Master's degree,18,X
Waynesburg University,13.1205,Secondary Education and Teaching.,2020,Master's degree,0,X
Waynesburg University,13.0501,Educational/Instructional Technology.,2020,Master's degree,8,X
Weber State University,51.3805,Family Practice Nurse/Nursing.,2020,Master's degree,18,X
Weber State University,51.3802,Nursing Administration.,2020,Master's degree,20,X
West Chester University of Pennsylvania,52.0201,"Business Administration and Management, General.",2020,Master's degree,231,X
West Chester University of Pennsylvania,13.1001,"Special Education and Teaching, General.",2020,Master's degree,49,X
West Liberty University,52.0201,"Business Administration and Management, General.",2020,Master's degree,52,X
West Texas A & M University,52.0801,"Finance, General.",2020,Master's degree,68,X
West Texas A & M University,52.0301,Accounting.,2020,Master's degree,17,X
West Texas A & M University,52.0201,"Business Administration and Management, General.",2020,Master's degree,287,X
West Texas A & M University,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,10,X
West Texas A & M University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,73,X
West Texas A & M University,42.2803,Counseling Psychology.,2020,Master's degree,17,X
West Texas A & M University,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,33,X
West Texas A & M University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,20,X
West Texas A & M University,13.0501,Educational/Instructional Technology.,2020,Master's degree,30,X
West Texas A & M University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,51,X
West Texas A & M University,13.0301,Curriculum and Instruction.,2020,Master's degree,14,X
West Texas A & M University,13.0101,"Education, General.",2020,Master's degree,12,X
West Texas A & M University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2020,Master's degree,9,X
Western Carolina University,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,57,X
Western Carolina University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,32,X
Western Carolina University,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,24,X
Western Carolina University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,28,X
Western Carolina University,13.0101,"Education, General.",2020,Master's degree,48,X
Western Governors University,52.0301,Accounting.,2020,Master's degree,264,X
Western Governors University,52.0213,Organizational Leadership.,2020,Master's degree,1307,X
Western Governors University,52.0201,"Business Administration and Management, General.",2020,Master's degree,2567,X
Western Governors University,51.3802,Nursing Administration.,2020,Master's degree,2290,X
Western Governors University,51.3203,Nursing Education.,2020,Master's degree,1239,X
Western Governors University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,404,X
Western Governors University,13.1202,Elementary Education and Teaching.,2020,Master's degree,458,X
Western Governors University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,337,X
Western Governors University,13.0501,Educational/Instructional Technology.,2020,Master's degree,1457,X
Western Governors University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,438,X
Western Governors University,13.0301,Curriculum and Instruction.,2020,Master's degree,1917,X
Western Governors University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2020,Master's degree,830,X
Western Governors University,11.0103,Information Technology.,2020,Master's degree,442,X
Western Illinois University,52.0301,Accounting.,2020,Master's degree,12,X
Western Illinois University,52.0201,"Business Administration and Management, General.",2020,Master's degree,36,X
Western Illinois University,13.1315,Reading Teacher Education.,2020,Master's degree,8,X
Western Illinois University,13.1202,Elementary Education and Teaching.,2020,Master's degree,31,X
Western Illinois University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,8,X
Western Illinois University,13.0501,Educational/Instructional Technology.,2020,Master's degree,15,X
Western Illinois University,13.0101,"Education, General.",2020,Master's degree,14,X
Western Kentucky University,52.0213,Organizational Leadership.,2020,Master's degree,123,X
Western Kentucky University,52.0201,"Business Administration and Management, General.",2020,Master's degree,47,X
Western Kentucky University,51.2201,"Public Health, General.",2020,Master's degree,17,X
Western Kentucky University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,19,X
Western Kentucky University,44.0701,Social Work.,2020,Master's degree,51,X
Western Kentucky University,25.0101,Library and Information Science.,2020,Master's degree,29,X
Western Kentucky University,13.1315,Reading Teacher Education.,2020,Master's degree,11,X
Western Kentucky University,13.1202,Elementary Education and Teaching.,2020,Master's degree,10,X
Western Kentucky University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,17,X
Western Kentucky University,13.0501,Educational/Instructional Technology.,2020,Master's degree,2,X
Western Kentucky University,13.0101,"Education, General.",2020,Master's degree,2,X
Western Michigan University,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,6,X
Western Michigan University,13.0501,Educational/Instructional Technology.,2020,Master's degree,8,X
Western Michigan University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2020,Master's degree,4,X
Western New England University,52.0301,Accounting.,2020,Master's degree,12,X
Western New England University,52.0213,Organizational Leadership.,2020,Master's degree,5,X
Western New England University,52.0201,"Business Administration and Management, General.",2020,Master's degree,42,X
Western New England University,14.1001,Electrical and Electronics Engineering.,2020,Master's degree,8,X
Western New England University,13.0301,Curriculum and Instruction.,2020,Master's degree,3,X
Western New Mexico University,52.0201,"Business Administration and Management, General.",2020,Master's degree,18,X
Western New Mexico University,44.0701,Social Work.,2020,Master's degree,139,X
Western New Mexico University,13.1315,Reading Teacher Education.,2020,Master's degree,5,X
Western New Mexico University,13.1205,Secondary Education and Teaching.,2020,Master's degree,8,X
Western New Mexico University,13.1202,Elementary Education and Teaching.,2020,Master's degree,6,X
Western New Mexico University,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,8,X
Western New Mexico University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,13,X
Western Washington University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,17,X
Westminster College,52.0201,"Business Administration and Management, General.",2020,Master's degree,0,X
Westminster College,51.1508,Mental Health Counseling/Counselor.,2020,Master's degree,0,X
Westminster College,13.1315,Reading Teacher Education.,2020,Master's degree,0,X
Westminster College,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,8,X
Westminster College,13.1001,"Special Education and Teaching, General.",2020,Master's degree,2,X
Westminster College,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,1,X
Westminster College,13.0101,"Education, General.",2020,Master's degree,3,X
Wheeling University,52.0301,Accounting.,2020,Master's degree,0,X
Wheeling University,51.3805,Family Practice Nurse/Nursing.,2020,Master's degree,25,X
Wheeling University,51.3802,Nursing Administration.,2020,Master's degree,2,X
Wheeling University,51.3203,Nursing Education.,2020,Master's degree,2,X
Wheeling University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,10,X
Wichita State University,52.0201,"Business Administration and Management, General.",2020,Master's degree,79,X
Wichita State University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,1,X
Wichita State University,44.0401,Public Administration.,2020,Master's degree,16,X
Wichita State University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,18,X
Wichita State University,13.0301,Curriculum and Instruction.,2020,Master's degree,19,X
Widener University,52.0101,"Business/Commerce, General.",2020,Master's degree,7,X
Wilkes University,52.0201,"Business Administration and Management, General.",2020,Master's degree,39,X
Wilkes University,51.3801,Registered Nursing/Registered Nurse.,2020,Master's degree,155,X
Wilkes University,13.1315,Reading Teacher Education.,2020,Master's degree,65,X
Wilkes University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,4,X
Wilkes University,13.0501,Educational/Instructional Technology.,2020,Master's degree,144,X
William Jessup University,52.0213,Organizational Leadership.,2020,Master's degree,10,X
William Jessup University,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,6,X
William Paterson University of New Jersey,52.0201,"Business Administration and Management, General.",2020,Master's degree,97,X
William Paterson University of New Jersey,13.1315,Reading Teacher Education.,2020,Master's degree,10,X
William Paterson University of New Jersey,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,20,X
William Penn University,52.0213,Organizational Leadership.,2020,Master's degree,18,X
William Woods University,52.0201,"Business Administration and Management, General.",2020,Master's degree,46,X
William Woods University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,37,X
William Woods University,13.1315,Reading Teacher Education.,2020,Master's degree,0,X
William Woods University,13.0501,Educational/Instructional Technology.,2020,Master's degree,20,X
William Woods University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,197,X
William Woods University,13.0301,Curriculum and Instruction.,2020,Master's degree,76,X
Wilmington University,52.1302,Business Statistics.,2020,Master's degree,0,X
Wilmington University,52.0801,"Finance, General.",2020,Master's degree,28,X
Wilmington University,52.0301,Accounting.,2020,Master's degree,29,X
Wilmington University,52.0201,"Business Administration and Management, General.",2020,Master's degree,402,X
Wilmington University,51.3802,Nursing Administration.,2020,Master's degree,47,X
Wilmington University,51.3203,Nursing Education.,2020,Master's degree,92,X
Wilmington University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,17,X
Wilmington University,13.1315,Reading Teacher Education.,2020,Master's degree,23,X
Wilmington University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,74,X
Wilmington University,13.0501,Educational/Instructional Technology.,2020,Master's degree,49,X
Wilmington University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,111,X
Wilmington University,13.0101,"Education, General.",2020,Master's degree,58,X
Wilmington University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2020,Master's degree,173,X
Wilson College,51.3802,Nursing Administration.,2020,Master's degree,2,X
Wilson College,51.3203,Nursing Education.,2020,Master's degree,2,X
Wilson College,13.1001,"Special Education and Teaching, General.",2020,Master's degree,17,X
Wilson College,13.0501,Educational/Instructional Technology.,2020,Master's degree,43,X
Wilson College,13.0101,"Education, General.",2020,Master's degree,43,X
Wingate University,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,22,X
Winona State University,51.3805,Family Practice Nurse/Nursing.,2020,Master's degree,0,X
Winona State University,51.3802,Nursing Administration.,2020,Master's degree,2,X
Winona State University,51.3203,Nursing Education.,2020,Master's degree,6,X
Winston-Salem State University,51.3805,Family Practice Nurse/Nursing.,2020,Master's degree,40,X
Winston-Salem State University,51.0701,Health/Health Care Administration/Management.,2020,Master's degree,20,X
Winthrop University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,8,X
Wisconsin Lutheran College,13.1205,Secondary Education and Teaching.,2020,Master's degree,2,X
Wisconsin Lutheran College,13.1202,Elementary Education and Teaching.,2020,Master's degree,5,X
Wisconsin Lutheran College,13.1001,"Special Education and Teaching, General.",2020,Master's degree,0,X
Wisconsin Lutheran College,13.0501,Educational/Instructional Technology.,2020,Master's degree,1,X
Wisconsin Lutheran College,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,22,X
Wisconsin Lutheran College,13.0301,Curriculum and Instruction.,2020,Master's degree,7,X
Worcester Polytechnic Institute,14.1901,Mechanical Engineering.,2020,Master's degree,79,X
Worcester Polytechnic Institute,11.0701,Computer Science.,2020,Master's degree,47,X
Worcester Polytechnic Institute,11.0103,Information Technology.,2020,Master's degree,30,X
Wright State University-Main Campus,13.1315,Reading Teacher Education.,2020,Master's degree,11,X
Wright State University-Main Campus,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2020,Master's degree,7,X
York University,52.0213,Organizational Leadership.,2020,Master's degree,16,X
York University,13.0301,Curriculum and Instruction.,2020,Master's degree,3,X
United States Sports University,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,12,X
Southern Illinois University Edwardsville,52.0201,"Business Administration and Management, General.",2020,Master's degree,80,X
Southern Illinois University Edwardsville,51.3802,Nursing Administration.,2020,Master's degree,11,X
Southern Illinois University Edwardsville,51.3203,Nursing Education.,2020,Master's degree,14,X
Southern Illinois University Edwardsville,13.0501,Educational/Instructional Technology.,2020,Master's degree,6,X
Union Commonwealth University,52.0201,"Business Administration and Management, General.",2020,Master's degree,14,X
Union Commonwealth University,13.1001,"Special Education and Teaching, General.",2020,Master's degree,5,X
Union Commonwealth University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,15,X
Union Commonwealth University,13.0301,Curriculum and Instruction.,2020,Master's degree,0,X
Molloy University,52.0801,"Finance, General.",2020,Master's degree,33,X
Molloy University,52.0201,"Business Administration and Management, General.",2020,Master's degree,35,X
East Texas A&M University,25.0101,Library and Information Science.,2020,Master's degree,51,X
East Texas A&M University,13.0501,Educational/Instructional Technology.,2020,Master's degree,12,X
East Texas A&M University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,67,X
East Texas A&M University,11.0101,"Computer and Information Sciences, General.",2020,Master's degree,67,X
Nelson University,52.0213,Organizational Leadership.,2020,Master's degree,23,X
Nelson University,52.0201,"Business Administration and Management, General.",2020,Master's degree,5,X
Nelson University,13.1202,Elementary Education and Teaching.,2020,Master's degree,3,X
Nelson University,13.1101,Counselor Education/School Counseling and Guidance Services.,2020,Master's degree,0,X
Nelson University,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,3,X
Nelson University,13.0301,Curriculum and Instruction.,2020,Master's degree,3,X
Texas A&M University-Kingsville,52.0201,"Business Administration and Management, General.",2020,Master's degree,82,X
Texas A&M University-Kingsville,51.1508,Mental Health Counseling/Counselor.,2020,Master's degree,5,X
Texas A&M University-Kingsville,42.2803,Counseling Psychology.,2020,Master's degree,7,X
Texas A&M University-Kingsville,13.1315,Reading Teacher Education.,2020,Master's degree,1,X
Texas A&M University-Kingsville,13.0501,Educational/Instructional Technology.,2020,Master's degree,3,X
Texas A&M University-Kingsville,13.0401,"Educational Leadership and Administration, General.",2020,Master's degree,20,X
Texas A&M University-Kingsville,13.0101,"Education, General.",2020,Master's degree,6,X
Texas A&M University-College Station,52.1302,Business Statistics.,2020,Master's degree,33,X
Texas A&M University-College Station,52.0203,"Logistics, Materials, and Supply Chain Management.",2020,Master's degree,46,X
Texas A&M University-College Station,51.3805,Family Practice Nurse/Nursing.,2020,Master's degree,21,X
Texas A&M University-College Station,51.3203,Nursing Education.,2020,Master's degree,10,X
Texas A&M University-College Station,44.0401,Public Administration.,2020,Master's degree,112,X
Texas A&M University-College Station,31.0504,Sport and Fitness Administration/Management.,2020,Master's degree,57,X
Texas A&M University-College Station,22.0201,"Advanced Legal Research/Studies, General.",2020,Master's degree,58,X
Texas A&M University-College Station,14.1901,Mechanical Engineering.,2020,Master's degree,90,X
Texas A&M University-College Station,14.1001,Electrical and Electronics Engineering.,2020,Master's degree,106,X
Texas A&M University-College Station,13.1001,"Special Education and Teaching, General.",2020,Master's degree,33,X
